   .Foto #1	-- Fecha	02/09/2025---10:02:06 a. m.
   	Wavelength	Dark Substract	
3.972523E+2	1.239021E+1
3.973595E+2	2.539481E+0
3.974667E+2	-4.116417E+0
3.975739E+2	-1.228781E-1
3.976812E+2	3.604425E+0
3.977883E+2	8.540030E+0
3.978955E+2	4.771767E+0
3.980027E+2	-5.877670E+0
3.981099E+2	-1.433578E+0
3.982170E+2	8.028037E+0
3.983241E+2	1.093615E+1
3.984313E+2	8.232834E+0
3.985384E+2	4.157377E+0
3.986455E+2	5.365678E+0
3.987526E+2	1.064944E+1
3.988596E+2	8.847225E+0
3.989667E+2	4.915125E+0
3.990738E+2	5.078962E+0
3.991808E+2	-4.976564E+0
3.992878E+2	2.519002E+0
3.993948E+2	1.122287E+1
3.995019E+2	3.583945E+0
3.996088E+2	-1.597416E+0
3.997158E+2	5.140402E+0
3.998228E+2	2.273245E+0
3.999298E+2	1.001457E+1
4.000367E+2	9.318258E+0
4.001436E+2	1.066992E+1
4.002506E+2	1.103855E+1
4.003575E+2	3.215311E+0
4.004644E+2	4.136897E+0
4.005713E+2	9.502575E+0
4.006781E+2	2.129887E+0
4.007850E+2	1.515497E+0
4.008919E+2	2.191327E+0
4.009987E+2	8.376192E+0
4.011055E+2	9.482095E+0
4.012124E+2	-3.665864E+0
4.013192E+2	-3.071953E-1
4.014260E+2	-1.269741E+0
4.015328E+2	9.564014E+0
4.016395E+2	-1.044464E+0
4.017463E+2	-1.904611E+0
4.018530E+2	7.782281E+0
4.019598E+2	4.321214E+0
4.020665E+2	7.618444E+0
4.021732E+2	-3.624905E+0
4.022799E+2	-1.945570E+0
4.023866E+2	7.147411E+0
4.024933E+2	4.792247E+0
4.026000E+2	5.631914E+0
4.027066E+2	1.105903E+0
4.028133E+2	8.089477E+0
4.029199E+2	-1.472490E+1
4.030265E+2	1.052656E+1
4.031331E+2	6.143906E-1
4.032397E+2	2.252766E-1
4.033463E+2	7.823241E+0
4.034529E+2	1.185774E+1
4.035595E+2	1.157102E+1
4.036660E+2	7.249809E+0
4.037726E+2	1.601512E+1
4.038791E+2	2.109408E+0
4.039856E+2	6.799256E+0
4.040921E+2	-1.740773E+0
4.041986E+2	5.590955E+0
4.043051E+2	5.857191E+0
4.044116E+2	2.027489E+0
4.045180E+2	-4.095938E-1
4.046245E+2	1.077232E+1
4.047309E+2	-1.433578E-1
4.048373E+2	1.945570E+0
4.049438E+2	1.208302E+0
4.050502E+2	1.132527E+1
4.051566E+2	1.009649E+1
4.052629E+2	5.160881E+0
4.053693E+2	1.376235E+1
4.054757E+2	4.095937E+0
4.055820E+2	1.488873E+1
4.056883E+2	2.406363E+1
4.057947E+2	2.174943E+1
4.059010E+2	2.770902E+1
4.060073E+2	2.406363E+1
4.061136E+2	2.326492E+1
4.062198E+2	2.641880E+1
4.063261E+2	4.378557E+1
4.064324E+2	3.755975E+1
4.065386E+2	5.248944E+1
4.066448E+2	5.234608E+1
4.067511E+2	5.263280E+1
4.068573E+2	5.820327E+1
4.069635E+2	5.949349E+1
4.070696E+2	6.283168E+1
4.071758E+2	5.689257E+1
4.072820E+2	5.758888E+1
4.073881E+2	6.274976E+1
4.074943E+2	7.085972E+1
4.076004E+2	7.235474E+1
4.077065E+2	7.108500E+1
4.078126E+2	8.062853E+1
4.079187E+2	7.022485E+1
4.080248E+2	7.835528E+1
4.081309E+2	7.137171E+1
4.082369E+2	7.440270E+1
4.083430E+2	6.629275E+1
4.084490E+2	7.675787E+1
4.085550E+2	7.673739E+1
4.086611E+2	9.105269E+1
4.087671E+2	7.978886E+1
4.088731E+2	7.450510E+1
4.089790E+2	7.079828E+1
4.090850E+2	8.464255E+1
4.091910E+2	8.587133E+1
4.092969E+2	8.286082E+1
4.094028E+2	8.402816E+1
4.095088E+2	8.750970E+1
4.096147E+2	8.937336E+1
4.097206E+2	8.148868E+1
4.098265E+2	8.599421E+1
4.099323E+2	7.268241E+1
4.100382E+2	8.052613E+1
4.101441E+2	8.408960E+1
4.102499E+2	8.124292E+1
4.103557E+2	8.966007E+1
4.104616E+2	7.315344E+1
4.105674E+2	8.032133E+1
4.106732E+2	7.350160E+1
4.107790E+2	8.935288E+1
4.108847E+2	9.820010E+1
4.109905E+2	7.180178E+1
4.110963E+2	8.097668E+1
4.112020E+2	7.055252E+1
4.113077E+2	7.772041E+1
4.114134E+2	8.832889E+1
4.115192E+2	8.472447E+1
4.116249E+2	8.032133E+1
4.117305E+2	8.150916E+1
4.118362E+2	8.140676E+1
4.119419E+2	8.515454E+1
4.120475E+2	8.212355E+1
4.121532E+2	7.819145E+1
4.122588E+2	7.565197E+1
4.123644E+2	7.839624E+1
4.124700E+2	7.858056E+1
4.125756E+2	7.851912E+1
4.126812E+2	7.913351E+1
4.127868E+2	8.132484E+1
4.128923E+2	7.430031E+1
4.129979E+2	8.322945E+1
4.131034E+2	8.013702E+1
4.132090E+2	8.378240E+1
4.133145E+2	7.436175E+1
4.134200E+2	5.922726E+1
4.135255E+2	7.520141E+1
4.136310E+2	7.348112E+1
4.137364E+2	7.126931E+1
4.138419E+2	6.455197E+1
4.139473E+2	6.666138E+1
4.140528E+2	6.530972E+1
4.141582E+2	7.546765E+1
4.142636E+2	6.412190E+1
4.143690E+2	6.526876E+1
4.144744E+2	4.810679E+1
4.145798E+2	5.574571E+1
4.146852E+2	5.459885E+1
4.147905E+2	4.245439E+1
4.148959E+2	4.120513E+1
4.150012E+2	2.861012E+1
4.151065E+2	3.450827E+1
4.152119E+2	2.963411E+1
4.153172E+2	3.608521E+1
4.154225E+2	2.320349E+1
4.155277E+2	7.782281E+0
4.156330E+2	1.159150E+1
4.157383E+2	5.652394E+0
4.158435E+2	9.400177E+0
4.159487E+2	1.564648E+1
4.160540E+2	1.552360E+1
4.161592E+2	1.011697E+1
4.162644E+2	5.549995E+0
4.163696E+2	1.380331E+1
4.164748E+2	2.539481E+0
4.165799E+2	7.085972E+0
4.166851E+2	1.859556E+1
4.167902E+2	1.302508E+1
4.168954E+2	7.557005E+0
4.170005E+2	7.085972E+0
4.171056E+2	1.101807E+1
4.172107E+2	6.430622E+0
4.173158E+2	8.396672E+0
4.174209E+2	-4.054978E+0
4.175260E+2	6.123427E+0
4.176310E+2	1.066992E+1
4.177361E+2	-3.993539E+0
4.178411E+2	1.867748E+1
4.179461E+2	1.413098E+0
4.180511E+2	5.631914E+0
4.181562E+2	8.949623E+0
4.182611E+2	1.021936E+1
4.183661E+2	1.204206E+1
4.184711E+2	3.358669E+0
4.185761E+2	1.642471E+1
4.186810E+2	-2.723798E+0
4.187859E+2	8.785786E+0
4.188909E+2	1.267693E+1
4.189958E+2	1.486825E+1
4.191007E+2	7.782281E+0
4.192056E+2	1.196014E+1
4.193105E+2	1.310700E+0
4.194153E+2	2.047969E+0
4.195202E+2	5.857191E+0
4.196250E+2	2.156511E+1
4.197299E+2	1.150958E+1
4.198347E+2	1.157102E+1
4.199395E+2	-1.105903E+0
4.200443E+2	-1.228781E-1
4.201491E+2	3.010514E+0
4.202539E+2	1.017840E+1
4.203587E+2	7.311248E+0
4.204634E+2	6.348703E+0
4.205682E+2	1.239021E+1
4.206729E+2	-2.846677E+0
4.207777E+2	3.420108E+0
4.208824E+2	1.767397E+1
4.209871E+2	1.757157E+1
4.210918E+2	8.847225E+0
4.211965E+2	1.236973E+1
4.213011E+2	8.765306E+0
4.214058E+2	1.284076E+1
4.215104E+2	6.860695E+0
4.216151E+2	6.942614E+0
4.217197E+2	1.708006E+1
4.218243E+2	2.234334E+1
4.219289E+2	7.638923E+0
4.220335E+2	1.189870E+1
4.221381E+2	-4.095937E-2
4.222427E+2	1.710054E+1
4.223473E+2	7.516045E+0
